hcr,sr,vcr,v_max,a_max,label
0.0072594826332711936,0.0,0.0025926723690254264,12.785648148148148,1.1956944444444444,CAR
1.0030207620680132,1.8672777495341357,0.4298660408862913,0.4258333333333321,0.5254166666666668,CAR
0.5016090319133782,1.0077370641142644,0.18301951164407046,0.49288888888888727,0.18875000000000003,CAR
2.809097477931754,4.704905444080957,1.499072872109552,0.3032129629629613,0.20847222222222223,CAR
0.5531796259987438,0.730936575227132,0.352669787269122,0.5783796296296236,0.40875,WALK
0.28258211888609375,0.36331986713926334,0.2072268871831354,1.2382499999999985,1.077777777777778,WALK
0.0222606088432908,0.028723366249407484,0.016515935593409303,3.4401111111111025,1.150416666666667,CAR
0.6580496575683836,0.8156497856414838,0.3069055125634058,0.9158425925925922,0.5730555555555555,CAR
0.42011921857041146,0.6499695679039754,0.2090179913879237,1.1756481481481473,0.39125000000000004,CAR
0.0008463925123411588,0.0008463925123411588,0.0008463925123411588,1.262384259259259,0.18444444444444452,CAR
0.38096853845189244,0.5575149343198426,0.2694655515879239,0.6043379629629624,0.3768055555555556,CAR
0.0,0.0,0.00010154698188468511,12.421587962962963,-0.11402777777777828,CAR
0.6514121517626407,1.0092821647627748,0.4924409683018373,0.8712175925925922,0.4273611111111111,WALK
0.004349335232275835,0.000869867046455167,0.011308271603917171,9.946069444444445,1.899722222222222,WALK
0.013480903958966685,0.0019258434227095265,0.013480903958966685,9.653726851851852,2.2130555555555556,WALK
0.006234401576357603,0.0,0.002493760630543041,20.659999999999997,1.5736111111111113,WALK
0.6205184291476308,0.9045977818094725,0.31750045297499957,0.7223518518518502,0.3405555555555556,WALK
0.0008310326856741253,0.0,0.0011080435808988338,4.516074074074073,-0.0059722222222222225,WALK
1.1872610794144762,2.1781427586663415,0.5917052514703497,0.3866111111111097,0.33680555555555547,WALK
0.00011973925595165222,0.0,7.982617063443481e-05,1.870796296296295,0.7209722222222222,CAR
0.0,0.0,0.0011306365599808995,29.12474074074074,1.4630555555555556,SUBWAY
0.011245025804342708,0.0,0.04123176128258993,7.441078703703702,1.7770833333333333,SUBWAY
0.006009386526262854,0.0,0.01001564421043809,12.010532407407407,1.8212499999999998,SUBWAY
0.00011692005787178317,0.0,0.0003507601736153495,8.514444444444443,1.4781944444444446,CAR
0.008615803265770133,0.0032309262246638,0.0064618524493276,10.522476851851849,1.8387499999999997,CAR
0.0,0.0,0.0,7.200648148148147,0.005416666666666667,CAR
0.0008712981628193615,0.002987307986809239,0.001742596325638723,24.570055555555555,0.3895833333333325,CAR
0.8099496770142882,1.6791897879015178,0.43303191882201814,0.45528240740740644,0.4515277777777778,CAR
0.029010267131400796,0.03754269864063632,0.025597294527706583,20.9932037037037,0.2580555555555568,TRAIN
0.17945816404577733,0.4460063194667113,0.08181181007969261,0.5563657407407411,0.2718055555555555,CAR
0.02527324926462015,0.0014040694035900084,0.029485457475390175,7.6495694444444435,1.5645833333333334,CAR
0.009242019895342032,0.005198636191129893,0.0075091411649654,9.847597222222221,1.3140277777777776,CAR
0.006820095625894823,0.0,0.0034100478129474115,8.340995370370367,0.9895833333333335,CAR
0.6284570706173548,0.975646641098271,0.29445191420533406,0.6852592592592586,0.4444444444444444,CAR
0.9103306735899476,1.1962064465243345,0.35774398400727764,0.4701111111111105,0.2370833333333333,CAR
0.035853969431084744,0.015935097524926552,0.02788642066862147,9.54584259259259,1.9333333333333336,CAR
0.001699145584070153,0.00023436490814760728,0.000996050859627331,29.251657407407407,2.053472222222222,CAR
0.010224116534512155,0.0051120582672560776,0.015336174801768233,5.681712962962964,1.3120833333333333,CAR
0.025365258370885397,0.015219155022531239,0.035511361719239555,5.615546296296296,0.7141666666666664,CAR
2.835024372957086,5.660449340588132,1.5231056450649805,0.3069444444444449,0.29819444444444443,CAR
0.007365321695687711,0.0,0.005199050608720736,18.471171296296294,1.518194444444445,TRAIN
1.7344157177806934,2.990254887210941,0.6720436636410515,0.39087037037037015,0.3502777777777778,TRAIN
1.2060615903302192,2.039725215926897,0.5374379718313609,0.30412500000000064,0.24430555555555555,CAR
0.001734142140787231,0.0,0.0023121895210496415,9.271037037037036,1.4061111111111115,CAR
0.0,0.0,0.0023391794382763282,9.483287037037037,2.4809722222222232,CAR
0.001551232736513663,0.0,0.0010341551576757754,2.3614351851851856,1.1823611111111108,CAR
0.1151024344228425,0.14963316474969524,0.05946959111846862,1.2186481481481486,0.6313888888888888,TRAIN
0.36190555345363007,0.4304771320027389,0.12190502853174907,1.1937037037037042,0.5098611111111111,TRAIN
0.0011599889804290928,0.0007733259869527286,0.0017399834706436394,32.37537037037037,0.985416666666667,TRAIN
0.16135324905905646,0.16942091151200928,0.016135324905905645,1.4712592592592586,0.41833333333333345,TRAIN
0.018949619873836063,0.01674617570245978,0.008813776685505146,1.3072037037037034,0.5343055555555555,TRAIN
0.18210164093295925,0.20721910864785018,0.08163177007339552,1.2809675925925923,0.6420833333333333,TRAIN
0.2812545290548248,0.41425085674741635,0.12064147757907212,0.791898148148148,0.5429166666666666,TRAIN
0.4146637716018574,0.798130268851224,0.2339795576436813,0.5374351851851848,0.18416666666666665,SUBWAY
0.00016144378986811353,0.00013453649155676127,5.381459662270451e-05,1.1569768518518513,0.17402777777777778,SUBWAY
0.0046466934210131474,0.00042242667463755887,0.00380184007173803,18.096634259259258,1.6280555555555558,SUBWAY
0.029853026893561636,0.0,0.010855646143113322,8.03274074074074,1.132361111111111,SUBWAY
0.2859749877013596,0.5939043755174497,0.18888354581466374,7.953962962962947,1.6829166666666664,SUBWAY
0.06439640467607281,0.14801937606768759,0.04181148569580738,0.02157407407407645,1.077638888888889,CAR
0.22294223253087153,0.24806248408364578,0.09734097476700024,1.2273333333333332,0.4059722222222222,CAR
0.0,0.0,0.0032358499543466194,1.7667129629629654,0.7122222222222222,CAR
0.12544277642801094,0.027876172539557983,0.020907129404668486,1.453981481481484,0.6062500000000002,CAR
0.2587413660260743,0.40375026346925874,0.10804584515374531,1.0389351851851851,0.23694444444444446,CAR
0.0011104223939397246,0.0,0.0011897382792211335,13.74141203703704,1.7522222222222221,CAR
0.6378154457109197,0.8480317723871779,0.2699368740274679,0.6182407407407444,0.23986111111111108,CAR
0.5895383484283834,0.8673945372368427,0.20778810641328266,0.6780555555555591,0.3244444444444444,CAR
3.9335048911561983,6.383884987286289,1.9846645807837284,0.30841666666667017,0.19694444444444442,CAR
0.0,0.0,0.0008324584687950293,20.726037037037038,2.6050000000000004,CAR
0.4452122334423071,0.5854171909351883,0.17833086698655948,0.9388240740740773,0.5363888888888889,CAR
0.41760165219459655,0.5467395125118011,0.20293092335560714,0.878314814814819,0.46944444444444444,CAR
0.5124195209302381,0.5817695312816988,0.23116670117153598,1.0249074074074116,0.5894444444444444,CAR
0.02924248416238011,0.07937245701217457,0.05012997284979447,1.1310185185185218,0.827361111111111,CAR
0.0,0.0,0.00024475712032669003,4.644018518518519,-0.04777777777777778,CAR
0.4397327962579708,0.7094031851233562,0.1992159629456,0.7828240740740741,0.48249999999999993,CAR
0.0024301100273076953,0.0,0.0,2.104,0.10583333333333345,CAR
