hcr,sr,vcr,v_max,a_max,v_max_abs_all,v_p99_all,v_med_all,pct_rapide_all,pct_tres_rap_all,duree_all,longueur_all,trip_key,label
0.018436179520693322,0.027654269281039985,0.009218089760346661,0.8180010270716749,0.025972222222222174,0.8372339140534262,0.8333873366570759,0.6922619799182299,0.0,0.0,144.0,560.5746449011,14_3623-mardi-45020-1,TRAIN
0.022847177118377093,0.0,0.022847177118377093,3.8166954652799774,0.2018925022583559,3.9584435821630946,3.930093958786471,2.9731443036638163,0.0,0.0,108.0,27783.733806428212,14_3623-mardi-45020-1,TRAIN
0.00038841846082160876,0.0,0.0005826276912324132,18.38318888888889,3.275064019097222,18.84327777777778,18.756023333333328,15.573444444444444,0.9158878504672897,0.19626168224299065,278.0,5297.6965950052345,14_3623-mardi-45020-4,SUBWAY
0.009793702172957558,0.0,0.004896851086478779,3.6646662431941923,1.9803947368421055,3.6837865497076026,3.6799624884049207,2.927236292650919,0.0,0.0,423.0,460.25305418261496,14_3623-mercredi-45021-1,WALK
0.0009923102838888397,0.0,0.0003721163564583149,6.960205670339762,1.3848263888888888,7.13500138888889,7.100042245179065,3.044383333333334,0.0,0.0,487.0,16190.355877209577,14_3623-vendredi-45023-1,TRAIN
0.00041375106318270697,0.0,0.0008275021263654139,17.842469444444443,1.9505352303523034,17.939055555555555,17.912456666666667,14.95052777777778,0.7368421052631579,0.18421052631578946,208.0,2442.1869605153865,14_3623-lundi-45019-4,SUBWAY
0.0034210928614627147,0.004561457148616953,0.0011403642871542382,0.8003077994504644,0.23993686868686875,0.8201739415957569,0.8162007131666984,0.5175488021629681,0.0,0.0,3613.0,889.4992231671613,14_3623-lundi-45019-4,SUBWAY
0.01973148666352688,0.0,0.001973148666352688,7.06207222222222,1.8215277777777776,7.600888888888889,7.493125555555555,4.572167675544794,0.0,0.0,254.0,554.6340708633378,14_3638-mardi-45020-5,SUBWAY
0.01733878536148056,0.0,0.009336269040797224,15.519333333333332,3.2413051146384477,16.037277777777778,15.93368888888889,7.612489197530865,0.38095238095238093,0.0,286.0,835.2971463577921,14_3638-mardi-45020-5,SUBWAY
0.0019518627450494657,0.0027883753500706652,0.0,0.6113577346405228,0.1265277777777778,0.6237159346405229,0.6212442946405229,0.42606694005361945,0.0,0.0,1384.0,3637.9384835552655,14_3638-mardi-45020-5,SUBWAY
0.00839923228252657,0.0,0.003599670978225673,7.634608333333334,3.01114898989899,9.296222222222221,9.056012222222222,5.419748333333333,0.0,0.0,1086.0,3500.3836264131705,14_3638-mardi-45020-6,SUBWAY
0.0,0.0,0.0,1.4821817256817256,0.009602841958611188,1.4821817256817256,1.4821817256817256,1.4821817256817256,0.0,0.0,0.0,552.8442467925537,14_3638-mardi-45020-6,SUBWAY
0.005148464862199462,0.0,0.0022064849409426266,4.949966666666667,1.1210007122507122,5.025583333333334,5.012626666666667,4.251555555555555,0.0,0.0,176.0,1555.9366051777877,14_3638-mardi-45020-7,WALK
0.014178880724306226,0.0,0.0,0.8891417726361756,0.049395833333333306,0.8931009317953347,0.8923090999635028,0.853509340203743,0.0,0.0,42.0,314.33615416915836,14_3638-mercredi-45021-2,WALK
0.02225962587887538,0.03338943881831307,0.0,0.458353199718706,0.046805555555555545,0.4603783403656821,0.45997331223628685,0.44175334036568203,0.0,0.0,14.0,286.68695455054797,14_3638-mercredi-45021-4,WALK
0.0020392229240252997,0.0028549120936354195,0.0,0.634323667672197,0.22356209150326792,0.6436011186525891,0.6417456284565106,0.579039836601307,0.0,0.0,1193.0,2540.501825086136,14_3638-jeudi-45022-3,SUBWAY
0.0019518345658984951,0.0,0.0025373849356680436,14.425041666666667,3.0137336601307188,15.24611111111111,15.034894444444443,8.50425,0.3229166666666667,0.0,6898.0,5137.831782122554,14_3638-vendredi-45023-2,SUBWAY
0.00484359386216898,0.0,0.004238144629397858,13.55789444444444,3.0836925287356323,14.800555555555553,14.70794111111111,9.198444444444444,0.1566265060240964,0.0,707.0,5353.239519529968,14_3638-vendredi-45023-3,SUBWAY
0.01860319439168938,0.0,0.0,1.4284539236906881,0.3772916666666667,1.4337571428571425,1.4326964990238515,1.3700168011208502,0.0,0.0,237.0,385.0683217880843,14_3638-vendredi-45023-4,WALK
0.008246430731484199,0.019241671706796463,0.002748810243828066,0.6982489347053364,0.15548048048048058,0.7110413820070071,0.708482892546673,0.6057292292292293,0.0,0.0,255.0,427.3378088147581,14_3650-mardi-45020-2,SUBWAY
0.020363819975294604,0.0,0.014545585696639001,7.811475593311758,1.346111111111111,7.875277777777778,7.862517340884574,4.2688000601221106,0.0,0.0,734.0,349.3832456042646,14_3650-mardi-45020-2,SUBWAY
